Area Lattitude_1 Lattitude_2 Longitude_1 Longitude_2
Napak
Lokichogio
Kakuma
Nadwat
Lodwar
Lakilaung
Sibiloi
Gatab
Marsabit
Kalacha
Turbi
Lokichar
Lokori
Baragoi
Maralal
Namunyak
Moyale
Buna
Wajir
Malkamari
Mandera
Spaju
Ronole
Kora
Mwingi
Maua
Meru
Libat
Bura
South-Kitui
Tsavo-East
Kitui
Bangali
Mumoni
Embu
Chuka
Mt-Kenya
Leparua-(Isiolo)
Nyahururu
Nyeri
Nakuru
Molo
Bungoma
Kitale
Eldoret
Kakamega
Kisumu
Kericho
Kisii
Migori
Bomet
Narok
Talek
Magadi
Naivasha
Nairobi
Thika
Athi-River
Machakos
Emali
Ol-Tukai
Chyulu-Hills
Tsavo
Voi
Mombasa
Boni
Dodoni
Kilifi
Kwale
Samburu
